"","year","momed","sphere","variable","val","prop","prop_low","prop_upp"
"64",1977,"COMPLETED COLLEGE","Family","home","Feminist",0.3743051262163,0.330200572128959,0.418409680303641
"65",1978,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.250974658252546,0.210483877688651,0.291465438816441
"66",1978,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.749025341747454,0.708534561183559,0.789516122311349
"67",1978,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.163742689932212,0.128878545161102,0.198606834703322
"68",1978,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.836257310067788,0.801393165296678,0.871121454838898
"69",1978,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.389027432395576,0.344159093226485,0.433895771564667
"70",1978,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.610972567604424,0.566104228435333,0.655840906773515
"71",1978,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.641325535721136,0.598099562001466,0.684551509440807
"72",1978,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.358674464278864,0.315448490559193,0.401900437998534
"73",1978,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.22362507944567,0.199175508547586,0.248074650343753
"74",1978,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.77637492055433,0.751925349656247,0.800824491452414
"75",1978,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.162850417437214,0.141313688132342,0.184387146742085
"76",1978,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.837149582562786,0.815612853257915,0.858686311867658
"77",1978,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.410717816250569,0.383171414460174,0.438264218040963
"78",1978,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.589282183749431,0.561735781959037,0.616828585539826
"79",1978,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.658677509120339,0.631233126537847,0.686121891702832
"80",1978,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.341322490879661,0.313878108297168,0.368766873462153
"81",1978,"SOME COLLEGE","Public","jobopp","Conventional",0.186299615175867,0.148165769093072,0.224433461258662
"82",1978,"SOME COLLEGE","Public","jobopp","Feminist",0.813700384824133,0.775566538741338,0.851834230906928
"83",1978,"SOME COLLEGE","Public","lead","Conventional",0.120998719563641,0.0894610092535106,0.15253642987377
"84",1978,"SOME COLLEGE","Public","lead","Feminist",0.87900128043636,0.84746357012623,0.910538990746489
"85",1978,"SOME COLLEGE","Family","hdecide","Conventional",0.367197873962541,0.320735979428545,0.413659768496536
"86",1978,"SOME COLLEGE","Family","hdecide","Feminist",0.632802126037459,0.586340231503464,0.679264020571455
"87",1978,"SOME COLLEGE","Family","home","Conventional",0.61075544129804,0.562993375012345,0.658517507583734
"88",1978,"SOME COLLEGE","Family","home","Feminist",0.38924455870196,0.341482492416266,0.437006624987655
"89",1978,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.186901763140427,0.152869870535205,0.220933655745649
"90",1978,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.813098236859573,0.779066344254351,0.847130129464795
"91",1978,"COMPLETED COLLEGE","Public","lead","Conventional",0.129471032428576,0.0996209519648394,0.159321112892312
"92",1978,"COMPLETED COLLEGE","Public","lead","Feminist",0.870528967571424,0.840678887107688,0.900379048035161
"93",1978,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.355896352113351,0.31244673595996,0.399345968266742
"94",1978,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.644103647886649,0.600654031733258,0.68755326404004
"95",1978,"COMPLETED COLLEGE","Family","home","Conventional",0.585894205488801,0.544489492297851,0.627298918679752
"96",1978,"COMPLETED COLLEGE","Family","home","Feminist",0.414105794511199,0.372701081320248,0.455510507702149
"97",1979,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.196365768133936,0.157891063741096,0.234840472526776
"98",1979,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.803634231866064,0.765159527473224,0.842108936258904
"99",1979,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.134818289233569,0.102077953446124,0.167558625021013
"100",1979,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.865181710766431,0.832441374978987,0.897922046553876
"101",1979,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.401531729040385,0.35511338417922,0.447950073901549
"102",1979,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.598468270959615,0.552049926098451,0.64488661582078
"103",1979,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.630715123453352,0.58413374644584,0.677296500460865
"104",1979,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.369284876546648,0.322703499539135,0.41586625355416
"105",1979,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.226841392246858,0.201848581552498,0.251834202941217
"106",1979,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.773158607753142,0.748165797058783,0.798151418447502
"107",1979,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.142792589736965,0.121220211980763,0.164364967493167
"108",1979,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.857207410263035,0.835635032506833,0.878779788019237
"109",1979,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.388690049790015,0.359049114273974,0.418330985306056
"110",1979,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.611309950209985,0.581669014693944,0.640950885726026
"111",1979,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.65680072360832,0.627957689435377,0.685643757781262
"112",1979,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.34319927639168,0.314356242218738,0.372042310564623
"113",1979,"SOME COLLEGE","Public","jobopp","Conventional",0.190150479975559,0.15028068993733,0.230020270013789
"114",1979,"SOME COLLEGE","Public","jobopp","Feminist",0.809849520024441,0.769979729986211,0.84971931006267
"115",1979,"SOME COLLEGE","Public","lead","Conventional",0.121751025742864,0.0873723719653836,0.156129679520344
"116",1979,"SOME COLLEGE","Public","lead","Feminist",0.878248974257136,0.843870320479656,0.912627628034616
"117",1979,"SOME COLLEGE","Family","hdecide","Conventional",0.289103039345025,0.242104298930681,0.336101779759369
"118",1979,"SOME COLLEGE","Family","hdecide","Feminist",0.710896960654975,0.663898220240631,0.757895701069319
"119",1979,"SOME COLLEGE","Family","home","Conventional",0.617647057888235,0.56707368783143,0.66822042794504
"120",1979,"SOME COLLEGE","Family","home","Feminist",0.382352942111765,0.33177957205496,0.43292631216857
"121",1979,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.193729003623683,0.156864302178148,0.230593705069218
"122",1979,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.806270996376317,0.769406294930782,0.843135697821852
"123",1979,"COMPLETED COLLEGE","Public","lead","Conventional",0.134378499562919,0.102051722038365,0.166705277087474
"124",1979,"COMPLETED COLLEGE","Public","lead","Feminist",0.865621500437081,0.833294722912526,0.897948277961635
"125",1979,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.356209149941327,0.312823986283693,0.399594313598961
"126",1979,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.643790850058673,0.600405686401039,0.687176013716307
"127",1979,"COMPLETED COLLEGE","Family","home","Conventional",0.60582306878681,0.560092240687824,0.651553896885796
"128",1979,"COMPLETED COLLEGE","Family","home","Feminist",0.39417693121319,0.348446103114204,0.439907759312176
"129",1980,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.238964095381777,0.194008392187728,0.283919798575827
"130",1980,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.761035904618222,0.716080201424173,0.805991607812272
"131",1980,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.171865802609436,0.131573973789165,0.212157631429707
"132",1980,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.828134197390564,0.787842368570293,0.868426026210835
"133",1980,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.402461538289463,0.350979991812721,0.453943084766205
"134",1980,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.597538461710537,0.546056915233795,0.649020008187279
"135",1980,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.656856973984533,0.608297758039135,0.70541618992993
"136",1980,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.343143026015467,0.29458381007007,0.391702241960865
"137",1980,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.208926417563179,0.182943130204261,0.234909704922097
"138",1980,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.791073582436821,0.765090295077903,0.817056869795739
"139",1980,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.153679131101686,0.130580124130903,0.176778138072468
"140",1980,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.846320868898314,0.823221861927532,0.869419875869097
"141",1980,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.38025415499105,0.349145976686365,0.411362333295734
"142",1980,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.61974584500895,0.588637666704266,0.650854023313635
"143",1980,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.640289504474112,0.609354989464237,0.671224019483987
"144",1980,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.359710495525888,0.328775980516013,0.390645010535763
"145",1980,"SOME COLLEGE","Public","jobopp","Conventional",0.208359721401193,0.166380273137034,0.250339169665352
"146",1980,"SOME COLLEGE","Public","jobopp","Feminist",0.791640278598807,0.749660830334648,0.833619726862966
"147",1980,"SOME COLLEGE","Public","lead","Conventional",0.134895503679091,0.100803733888366,0.168987273469817
"148",1980,"SOME COLLEGE","Public","lead","Feminist",0.865104496320909,0.831012726530183,0.899196266111634
"149",1980,"SOME COLLEGE","Family","hdecide","Conventional",0.410306588666333,0.359859843980407,0.460753333352259
"150",1980,"SOME COLLEGE","Family","hdecide","Feminist",0.589693411333667,0.539246666647741,0.640140156019593
"151",1980,"SOME COLLEGE","Family","home","Conventional",0.621279290862278,0.572518513400851,0.670040068323705
"152",1980,"SOME COLLEGE","Family","home","Feminist",0.378720709137722,0.329959931676295,0.427481486599149
"153",1980,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.16495402943447,0.131113883632121,0.198794175236819
"154",1980,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.83504597056553,0.801205824763181,0.868886116367879
"155",1980,"COMPLETED COLLEGE","Public","lead","Conventional",0.119524067713638,0.0909641406901846,0.148083994737091
"156",1980,"COMPLETED COLLEGE","Public","lead","Feminist",0.880475932286362,0.851916005262909,0.909035859309815
"157",1980,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.358108108078953,0.316884284309642,0.399331931848263
"158",1980,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.641891891921047,0.600668068151737,0.683115715690358
"159",1980,"COMPLETED COLLEGE","Family","home","Conventional",0.559221201976976,0.51444406338973,0.603998340564222
"160",1980,"COMPLETED COLLEGE","Family","home","Feminist",0.440778798023025,0.396001659435779,0.485555936610271
"161",1981,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.230327397785824,0.187009661863541,0.273645133708107
"162",1981,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.769672602214176,0.726354866291893,0.812990338136459
"163",1981,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.126364158962527,0.094289934990136,0.158438382934918
"164",1981,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.873635841037473,0.841561617065082,0.905710065009864
"165",1981,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.434606481135349,0.383836598481069,0.48537636378963
"166",1981,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.565393518864651,0.51462363621037,0.616163401518931
"167",1981,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.653647329197624,0.606711759813249,0.700582898582
"168",1981,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.346352670802376,0.299417101418,0.393288240186751
"169",1981,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.204609698016931,0.179464655025652,0.22975474100821
"170",1981,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.795390301983069,0.77024525899179,0.820535344974348
"171",1981,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.126114372874562,0.105809525022141,0.146419220726984
"172",1981,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.873885627125438,0.853580779273016,0.894190474977859
"173",1981,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.396398304993798,0.365870848672521,0.426925761315076
"174",1981,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.603601695006202,0.573074238684924,0.634129151327479
"175",1981,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.637529897935061,0.607962207429819,0.667097588440304
"176",1981,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.362470102064939,0.332902411559696,0.392037792570181
"177",1981,"SOME COLLEGE","Public","jobopp","Conventional",0.145882353261818,0.110736030502468,0.181028676021167
"178",1981,"SOME COLLEGE","Public","jobopp","Feminist",0.854117646738182,0.818971323978833,0.889263969497532
"179",1981,"SOME COLLEGE","Public","lead","Conventional",0.110588235107398,0.0792796726449819,0.141896797569813
"180",1981,"SOME COLLEGE","Public","lead","Feminist",0.889411764892602,0.858103202430187,0.920720327355018
"181",1981,"SOME COLLEGE","Family","hdecide","Conventional",0.334314302566692,0.288460228601484,0.380168376531899
"182",1981,"SOME COLLEGE","Family","hdecide","Feminist",0.665685697433308,0.619831623468101,0.711539771398516
"183",1981,"SOME COLLEGE","Family","home","Conventional",0.527058823345717,0.478673224356753,0.57544442233468
"184",1981,"SOME COLLEGE","Family","home","Feminist",0.472941176654283,0.42455557766532,0.521326775643247
"185",1981,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.141689373076718,0.111382936995608,0.171995809157829
"186",1981,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.858310626923282,0.828004190842171,0.888617063004392
"187",1981,"COMPLETED COLLEGE","Public","lead","Conventional",0.0817438692909408,0.056643738674354,0.106843999907528
"188",1981,"COMPLETED COLLEGE","Public","lead","Feminist",0.918256130709059,0.893156000092473,0.943356261325646
"189",1981,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.329763498676042,0.29093978663136,0.368587210720725
"190",1981,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.670236501323958,0.631412789279275,0.70906021336864
"191",1981,"COMPLETED COLLEGE","Family","home","Conventional",0.564486828564228,0.522141800688659,0.606831856439797
"192",1981,"COMPLETED COLLEGE","Family","home","Feminist",0.435513171435772,0.393168143560203,0.477858199311341
"193",1982,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.220785936828997,0.179614683179813,0.26195719047818
"194",1982,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.779214063171003,0.73804280952182,0.820385316820187
"195",1982,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.148397104911689,0.112907712435377,0.183886497388001
"196",1982,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.851602895088311,0.816113502611999,0.887092287564623
"197",1982,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.440526315715229,0.390975812361904,0.490076819068555
"198",1982,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.559473684284771,0.509923180931445,0.609024187638096
"199",1982,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.590486038997737,0.542972582835758,0.637999495159716
"200",1982,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.409513961002263,0.362000504840284,0.457027417164242
"201",1982,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.21578711926148,0.190058002894276,0.241516235628684
"202",1982,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.78421288073852,0.758483764371316,0.809941997105723
"203",1982,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.138193202258834,0.116398674813086,0.159987729704581
"204",1982,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.861806797741166,0.840012270295419,0.883601325186914
"205",1982,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.403310104414251,0.373402538071004,0.433217670757497
"206",1982,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.596689895585749,0.566782329242503,0.626597461928996
"207",1982,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.6033094813348,0.573115604276806,0.633503358392794
"208",1982,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.3966905186652,0.366496641607206,0.426884395723194
"209",1982,"SOME COLLEGE","Public","jobopp","Conventional",0.189370801244,0.151437473388898,0.227304129099101
"210",1982,"SOME COLLEGE","Public","jobopp","Feminist",0.810629198756,0.772695870900899,0.848562526611102
"211",1982,"SOME COLLEGE","Public","lead","Conventional",0.114233354387674,0.0838876017566405,0.144579107018707
"212",1982,"SOME COLLEGE","Public","lead","Feminist",0.885766645612326,0.855420892981293,0.91611239824336
"213",1982,"SOME COLLEGE","Family","hdecide","Conventional",0.31809401214628,0.271420332897817,0.364767691394744
"214",1982,"SOME COLLEGE","Family","hdecide","Feminist",0.68190598785372,0.635232308605256,0.728579667102183
"215",1982,"SOME COLLEGE","Family","home","Conventional",0.547953574516643,0.4990493279046,0.596857821128685
"216",1982,"SOME COLLEGE","Family","home","Feminist",0.452046425483357,0.403142178871315,0.5009506720954
"217",1982,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.151754819457307,0.121086638167079,0.182423000747535
"218",1982,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.848245180542693,0.817576999252465,0.878913361832921
"219",1982,"COMPLETED COLLEGE","Public","lead","Conventional",0.112703904944301,0.0860965296986902,0.139311280189911
"220",1982,"COMPLETED COLLEGE","Public","lead","Feminist",0.887296095055699,0.860688719810089,0.91390347030131
"221",1982,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.296183207414052,0.255245277644177,0.337121137183926
"222",1982,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.703816792585948,0.662878862816074,0.744754722355823
"223",1982,"COMPLETED COLLEGE","Family","home","Conventional",0.53336628729972,0.489076861647415,0.577655712952025
"224",1982,"COMPLETED COLLEGE","Family","home","Feminist",0.46663371270028,0.422344287047975,0.510923138352585
"225",1983,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.173258005127616,0.135491590113426,0.211024420141805
"226",1983,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.826741994872384,0.788975579858195,0.864508409886574
"227",1983,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.123038293478347,0.091517688225454,0.15455889873124
"228",1983,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.876961706521653,0.84544110126876,0.908482311774546
"229",1983,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.404911838709702,0.354618193440315,0.455205483979089
"230",1983,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.595088161290298,0.544794516020911,0.645381806559685
"231",1983,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.566227244823219,0.516484855109778,0.61596963453666
"232",1983,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.433772755176781,0.38403036546334,0.483515144890222
"233",1983,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.180235409909142,0.155686737768547,0.204784082049737
"234",1983,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.819764590090858,0.795215917950263,0.844313262231453
"235",1983,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.121873467641248,0.101447367882956,0.142299567399541
"236",1983,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.878126532358752,0.857700432600459,0.898552632117044
"237",1983,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.399065651400239,0.368065132599015,0.430066170201463
"238",1983,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.600934348599761,0.569933829798537,0.631934867400985
"239",1983,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.559588033700402,0.527808346979576,0.591367720421228
"240",1983,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.440411966299598,0.408632279578772,0.472191653020424
"241",1983,"SOME COLLEGE","Public","jobopp","Conventional",0.191378184397363,0.152627973090333,0.230128395704393
"242",1983,"SOME COLLEGE","Public","jobopp","Feminist",0.808621815602637,0.769871604295607,0.847372026909667
"243",1983,"SOME COLLEGE","Public","lead","Conventional",0.0999346831079707,0.0717287326344337,0.128140633581508
