"","year","momemp","sphere","variable","val","prop","prop_low","prop_upp"
"57",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Conventional",0.24845678984098,0.200720202872375,0.296193376809584
"58",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Feminist",0.75154321015902,0.703806623190416,0.799279797127625
"59",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Conventional",0.152006172647166,0.11283327682969,0.191179068464643
"60",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Feminist",0.847993827352834,0.808820931535357,0.88716672317031
"61",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Conventional",0.404996710553831,0.356323280213013,0.453670140894648
"62",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Feminist",0.595003289446169,0.546329859105352,0.643676719786987
"63",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Conventional",0.596450618420246,0.544521671719638,0.648379565120855
"64",1977,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Feminist",0.403549381579754,0.351620434879145,0.455478328280362
"65",1978,"NO, NOT EMPLOYED","Public","jobopp","Conventional",0.230152364973917,0.202280775234557,0.258023954713276
"66",1978,"NO, NOT EMPLOYED","Public","jobopp","Feminist",0.769847635026083,0.741976045286724,0.797719224765443
"67",1978,"NO, NOT EMPLOYED","Public","lead","Conventional",0.160919540463688,0.136679767764591,0.185159313162786
"68",1978,"NO, NOT EMPLOYED","Public","lead","Feminist",0.839080459536312,0.814840686837214,0.863320232235409
"69",1978,"NO, NOT EMPLOYED","Family","hdecide","Conventional",0.403199117740183,0.371356633685002,0.435041601795364
"70",1978,"NO, NOT EMPLOYED","Family","hdecide","Feminist",0.596800882259817,0.564958398204635,0.628643366314998
"71",1978,"NO, NOT EMPLOYED","Family","home","Conventional",0.693397486887298,0.66379676845789,0.722998205316707
"72",1978,"NO, NOT EMPLOYED","Family","home","Feminist",0.306602513112702,0.277001794683293,0.33620323154211
"73",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Conventional",0.212121211585048,0.184089095588745,0.240153327581352
"74",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Feminist",0.787878788414952,0.759846672418648,0.815910904411255
"75",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Conventional",0.147186146906895,0.122733803843698,0.171638489970093
"76",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Feminist",0.852813853093105,0.828361510029907,0.877266196156302
"77",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Conventional",0.395187969492534,0.361297973727518,0.429077965257551
"78",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Feminist",0.604812030507466,0.570922034742449,0.638702026272482
"79",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Conventional",0.637909709073789,0.604435714630885,0.671383703516694
"80",1978,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Feminist",0.362090290926211,0.328616296483306,0.395564285369115
"81",1978,"YES, MOST OF THE TIME","Public","jobopp","Conventional",0.234947642872547,0.189075653534546,0.280819632210548
"82",1978,"YES, MOST OF THE TIME","Public","jobopp","Feminist",0.765052357127453,0.719180367789452,0.810924346465454
"83",1978,"YES, MOST OF THE TIME","Public","lead","Conventional",0.159031413353276,0.118830790936431,0.199232035770121
"84",1978,"YES, MOST OF THE TIME","Public","lead","Feminist",0.840968586646724,0.800767964229879,0.881169209063569
"85",1978,"YES, MOST OF THE TIME","Family","hdecide","Conventional",0.389126450287079,0.340881412576267,0.437371487997891
"86",1978,"YES, MOST OF THE TIME","Family","hdecide","Feminist",0.610873549712921,0.562628512002109,0.659118587423733
"87",1978,"YES, MOST OF THE TIME","Family","home","Conventional",0.577225130286037,0.527892405042003,0.626557855530071
"88",1978,"YES, MOST OF THE TIME","Family","home","Feminist",0.422774869713963,0.373442144469929,0.472107594957997
"89",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Conventional",0.178631995295265,0.142574578322395,0.214689412268135
"90",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Feminist",0.821368004704735,0.785310587731865,0.857425421677605
"91",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Conventional",0.12549462983577,0.0948725006697004,0.156116759001839
"92",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Feminist",0.87450537016423,0.843883240998161,0.9051274993303
"93",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Conventional",0.358097274325172,0.313804519794745,0.402390028855598
"94",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Feminist",0.641902725674828,0.597609971144402,0.686195480205255
"95",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Conventional",0.549462973356463,0.50306580562616,0.595860141086765
"96",1978,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Feminist",0.450537026643537,0.404139858913235,0.49693419437384
"97",1979,"NO, NOT EMPLOYED","Public","jobopp","Conventional",0.231901117809694,0.203460390288609,0.260341845330779
"98",1979,"NO, NOT EMPLOYED","Public","jobopp","Feminist",0.768098882190306,0.739658154669221,0.796539609711391
"99",1979,"NO, NOT EMPLOYED","Public","lead","Conventional",0.165391406348201,0.139405836906275,0.191376975790127
"100",1979,"NO, NOT EMPLOYED","Public","lead","Feminist",0.834608593651799,0.808623024209873,0.860594163093725
"101",1979,"NO, NOT EMPLOYED","Family","hdecide","Conventional",0.355400696066145,0.321850380510503,0.388951011621788
"102",1979,"NO, NOT EMPLOYED","Family","hdecide","Feminist",0.644599303933855,0.611048988378212,0.678149619489497
"103",1979,"NO, NOT EMPLOYED","Family","home","Conventional",0.673925839073532,0.641760708443491,0.706090969703573
"104",1979,"NO, NOT EMPLOYED","Family","home","Feminist",0.326074160926468,0.293909030296427,0.358239291556509
"105",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Conventional",0.220442931121866,0.189882912744334,0.251002949499399
"106",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Feminist",0.779557068878134,0.748997050500601,0.810117087255666
"107",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Conventional",0.128449745209576,0.103870951639067,0.153028538780086
"108",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Feminist",0.871550254790424,0.846971461219915,0.896129048360933
"109",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Conventional",0.378519290800086,0.343179431021854,0.413859150578318
"110",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Feminist",0.621480709199914,0.586140849421682,0.656820568978146
"111",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Conventional",0.659625213085783,0.624274883352285,0.694975542819282
"112",1979,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Feminist",0.340374786914217,0.305024457180718,0.375725116647715
"113",1979,"YES, MOST OF THE TIME","Public","jobopp","Conventional",0.20451436501447,0.16322395488032,0.245804775148619
"114",1979,"YES, MOST OF THE TIME","Public","jobopp","Feminist",0.79548563498553,0.754195224851381,0.83677604511968
"115",1979,"YES, MOST OF THE TIME","Public","lead","Conventional",0.135430917410997,0.099011051809855,0.171850783012139
"116",1979,"YES, MOST OF THE TIME","Public","lead","Feminist",0.864569082589003,0.828149216987861,0.900988948190145
"117",1979,"YES, MOST OF THE TIME","Family","hdecide","Conventional",0.395114942428249,0.343160638018238,0.44706924683826
"118",1979,"YES, MOST OF THE TIME","Family","hdecide","Feminist",0.604885057571751,0.55293075316174,0.656839361981762
"119",1979,"YES, MOST OF THE TIME","Family","home","Conventional",0.600547195586369,0.549547993703829,0.651546397468909
"120",1979,"YES, MOST OF THE TIME","Family","home","Feminist",0.399452804413631,0.348453602531091,0.45045200629617
"121",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Conventional",0.144479496238763,0.109062737158137,0.179896255319388
"122",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Feminist",0.855520503761237,0.820103744680612,0.890937262841863
"123",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Conventional",0.0902208207461199,0.0611392924816991,0.119302349010541
"124",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Feminist",0.90977917925388,0.880697650989459,0.938860707518301
"125",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Conventional",0.363329584918592,0.318130042012675,0.408529127824509
"126",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Feminist",0.636670415081408,0.591470872175491,0.681869957987325
"127",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Conventional",0.545110410561087,0.49503316313119,0.595187657990984
"128",1979,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Feminist",0.454889589438913,0.404812342009015,0.50496683686881
"129",1980,"NO, NOT EMPLOYED","Public","jobopp","Conventional",0.210109621754188,0.180424714416739,0.239794529091637
"130",1980,"NO, NOT EMPLOYED","Public","jobopp","Feminist",0.789890378245812,0.760205470908363,0.819575285583261
"131",1980,"NO, NOT EMPLOYED","Public","lead","Conventional",0.165347137077513,0.138242906658197,0.192451367496829
"132",1980,"NO, NOT EMPLOYED","Public","lead","Feminist",0.834652862922487,0.807548632503171,0.861757093341803
"133",1980,"NO, NOT EMPLOYED","Family","hdecide","Conventional",0.389016771326267,0.353159757328823,0.424873785323711
"134",1980,"NO, NOT EMPLOYED","Family","hdecide","Feminist",0.610983228673733,0.575126214676289,0.646840242671177
"135",1980,"NO, NOT EMPLOYED","Family","home","Conventional",0.659561510048996,0.625621248624455,0.693501771473536
"136",1980,"NO, NOT EMPLOYED","Family","home","Feminist",0.340438489951004,0.306498228526464,0.374378751375545
"137",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Conventional",0.206292456648606,0.174047563226824,0.238537350070387
"138",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Feminist",0.793707543351394,0.761462649929613,0.825952436773176
"139",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Conventional",0.146585627331872,0.11907246010202,0.174098794561724
"140",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Feminist",0.853414372668128,0.825901205438276,0.88092753989798
"141",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Conventional",0.392510402509706,0.356106604666945,0.428914200352467
"142",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Feminist",0.607489597490294,0.571085799647533,0.643893395333055
"143",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Conventional",0.643546657107373,0.6063659633115,0.680727350903246
"144",1980,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Feminist",0.356453342892627,0.319272649096754,0.393634036688501
"145",1980,"YES, MOST OF THE TIME","Public","jobopp","Conventional",0.214666666718236,0.17157616423299,0.257757169203481
"146",1980,"YES, MOST OF THE TIME","Public","jobopp","Feminist",0.785333333281764,0.742242830796519,0.82842383576701
"147",1980,"YES, MOST OF THE TIME","Public","lead","Conventional",0.125333333212888,0.0906296047585577,0.160037061667218
"148",1980,"YES, MOST OF THE TIME","Public","lead","Feminist",0.874666666787112,0.839962938332782,0.909370395241442
"149",1980,"YES, MOST OF THE TIME","Family","hdecide","Conventional",0.380555555921569,0.327341782689134,0.433769329154004
"150",1980,"YES, MOST OF THE TIME","Family","hdecide","Feminist",0.619444444078431,0.566230670845996,0.672658217310866
"151",1980,"YES, MOST OF THE TIME","Family","home","Conventional",0.57466666644273,0.52313540849235,0.62619792439311
"152",1980,"YES, MOST OF THE TIME","Family","home","Feminist",0.42533333355727,0.37380207560689,0.47686459150765
"153",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Conventional",0.187463039473321,0.150135112017644,0.224790966928998
"154",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Feminist",0.812536960526679,0.775209033071002,0.849864887982356
"155",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Conventional",0.131283264626753,0.0988741138970904,0.163692415356416
"156",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Feminist",0.868716735373247,0.836307584643584,0.90112588610291
"157",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Conventional",0.366888093552595,0.321838068405971,0.411938118699218
"158",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Feminist",0.633111906447405,0.588061881300782,0.678161931594029
"159",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Conventional",0.565937314176932,0.516887258698092,0.614987369655772
"160",1980,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Feminist",0.434062685823068,0.385012630344228,0.483112741301908
"161",1981,"NO, NOT EMPLOYED","Public","jobopp","Conventional",0.21262164525442,0.182897100089279,0.242346190419562
"162",1981,"NO, NOT EMPLOYED","Public","jobopp","Feminist",0.78737835474558,0.757653809580438,0.817102899910721
"163",1981,"NO, NOT EMPLOYED","Public","lead","Conventional",0.129755234596996,0.107329120514711,0.152181348679281
"164",1981,"NO, NOT EMPLOYED","Public","lead","Feminist",0.870244765403004,0.847818651320719,0.892670879485289
"165",1981,"NO, NOT EMPLOYED","Family","hdecide","Conventional",0.382700684386462,0.346829899348042,0.418571469424882
"166",1981,"NO, NOT EMPLOYED","Family","hdecide","Feminist",0.617299315613538,0.581428530575118,0.653170100651958
"167",1981,"NO, NOT EMPLOYED","Family","home","Conventional",0.663521084729016,0.630333689366053,0.69670848009198
"168",1981,"NO, NOT EMPLOYED","Family","home","Feminist",0.336478915270984,0.30329151990802,0.369666310633947
"169",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Conventional",0.155591572641112,0.128312550638398,0.182870594643825
"170",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Feminist",0.844408427358888,0.817129405356175,0.871687449361602
"171",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Conventional",0.115397082968095,0.0906239638094716,0.140170202126718
"172",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Feminist",0.884602917031905,0.859829797873282,0.909376036190528
"173",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Conventional",0.366483693809697,0.330516138439855,0.40245124917954
"174",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Feminist",0.633516306190303,0.59754875082046,0.669483861560145
"175",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Conventional",0.603889789235524,0.567566639921742,0.640212938549307
"176",1981,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Feminist",0.396110210764476,0.359787061450693,0.432433360078258
"177",1981,"YES, MOST OF THE TIME","Public","jobopp","Conventional",0.197242842464621,0.159636509768998,0.234849175160245
"178",1981,"YES, MOST OF THE TIME","Public","jobopp","Feminist",0.802757157535379,0.765150824839755,0.840363490231002
"179",1981,"YES, MOST OF THE TIME","Public","lead","Conventional",0.101802757506441,0.0727303907531905,0.130875124259691
"180",1981,"YES, MOST OF THE TIME","Public","lead","Feminist",0.898197242493559,0.869124875740309,0.927269609246809
"181",1981,"YES, MOST OF THE TIME","Family","hdecide","Conventional",0.426801801450191,0.377434060855709,0.476169542044672
"182",1981,"YES, MOST OF THE TIME","Family","hdecide","Feminist",0.573198198549809,0.523830457955327,0.622565939144291
"183",1981,"YES, MOST OF THE TIME","Family","home","Conventional",0.565217391354731,0.518604228825062,0.6118305538844
"184",1981,"YES, MOST OF THE TIME","Family","home","Feminist",0.434782608645269,0.3881694461156,0.481395771174939
"185",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Conventional",0.174999999439885,0.137778931187624,0.212221067692147
"186",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Feminist",0.825000000560115,0.787778932307853,0.862221068812376
"187",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Conventional",0.0957446804305844,0.0660377004280321,0.125451660433137
"188",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Feminist",0.904255319569416,0.874548339566863,0.933962299571968
"189",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Conventional",0.35028248629085,0.309339010332797,0.391225962248903
"190",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Feminist",0.64971751370915,0.608774037751097,0.690660989667203
"191",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Conventional",0.547872339528359,0.500412756649691,0.595331922407028
"192",1981,"YES, ALL OR NEARLY ALL OF THE TIME","Family","home","Feminist",0.452127660471641,0.404668077592972,0.499587243350309
"193",1982,"NO, NOT EMPLOYED","Public","jobopp","Conventional",0.233829335208029,0.203806646844705,0.263852023571353
"194",1982,"NO, NOT EMPLOYED","Public","jobopp","Feminist",0.766170664791971,0.736147976428647,0.796193353155295
"195",1982,"NO, NOT EMPLOYED","Public","lead","Conventional",0.143334346518969,0.118957352123904,0.167711340914033
"196",1982,"NO, NOT EMPLOYED","Public","lead","Feminist",0.856665653481031,0.832288659085966,0.881042647876096
"197",1982,"NO, NOT EMPLOYED","Family","hdecide","Conventional",0.370782608913717,0.333989320137359,0.407575897690075
"198",1982,"NO, NOT EMPLOYED","Family","hdecide","Feminist",0.629217391086283,0.592424102309925,0.666010679862641
"199",1982,"NO, NOT EMPLOYED","Family","home","Conventional",0.621925296369469,0.587180065097004,0.656670527641934
"200",1982,"NO, NOT EMPLOYED","Family","home","Feminist",0.378074703630531,0.343329472358066,0.412819934902996
"201",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Conventional",0.173627891237921,0.144699456140182,0.20255632633566
"202",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","jobopp","Feminist",0.826372108762079,0.79744367366434,0.855300543859818
"203",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Conventional",0.119433897161505,0.0947046250790531,0.144163169243957
"204",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Public","lead","Feminist",0.880566102838495,0.855836830756043,0.905295374920947
"205",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Conventional",0.37527593794752,0.339182155244842,0.411369720650199
"206",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","hdecide","Feminist",0.62472406205248,0.588630279349801,0.660817844755158
"207",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Conventional",0.568173973622452,0.530531301328512,0.605816645916393
"208",1982,"YES, SOME OF THE TIME WHEN I WAS GROWING UP","Family","home","Feminist",0.431826026377547,0.394183354083607,0.469468698671488
"209",1982,"YES, MOST OF THE TIME","Public","jobopp","Conventional",0.173311184992697,0.136913406393711,0.209708963591683
"210",1982,"YES, MOST OF THE TIME","Public","jobopp","Feminist",0.826688815007303,0.790291036408317,0.863086593606289
"211",1982,"YES, MOST OF THE TIME","Public","lead","Conventional",0.139534883196453,0.104809408229516,0.17426035816339
"212",1982,"YES, MOST OF THE TIME","Public","lead","Feminist",0.860465116803547,0.82573964183661,0.895190591770484
"213",1982,"YES, MOST OF THE TIME","Family","hdecide","Conventional",0.372619048184599,0.324564930700054,0.420673165669144
"214",1982,"YES, MOST OF THE TIME","Family","hdecide","Feminist",0.627380951815401,0.579326834330856,0.675435069299946
"215",1982,"YES, MOST OF THE TIME","Family","home","Conventional",0.541528238694262,0.493522052403545,0.58953442498498
"216",1982,"YES, MOST OF THE TIME","Family","home","Feminist",0.458471761305738,0.41046557501502,0.506477947596455
"217",1982,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Conventional",0.204347825517743,0.166156129855484,0.242539521180002
"218",1982,"YES, ALL OR NEARLY ALL OF THE TIME","Public","jobopp","Feminist",0.795652174482257,0.757460478819998,0.833843870144516
"219",1982,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Conventional",0.120772946842747,0.089712966703593,0.151832926981902
"220",1982,"YES, ALL OR NEARLY ALL OF THE TIME","Public","lead","Feminist",0.879227053157253,0.848167073018099,0.910287033296407
"221",1982,"YES, ALL OR NEARLY ALL OF THE TIME","Family","hdecide","Conventional",0.386602452449285,0.34447915129038,0.428725753608191
