"","year","race","sphere","variable","val","prop","prop_low","prop_upp"
"38",1978,"Black","Family","hdecide","Feminist",0.665526091763297,0.612850850909308,0.718201332617285
"39",1978,"Black","Family","home","Conventional",0.532228360741002,0.474690032407707,0.589766689074297
"40",1978,"Black","Family","home","Feminist",0.467771639258998,0.410233310925703,0.525309967592293
"41",1978,"White","Public","jobopp","Conventional",0.215001087994993,0.197785082356889,0.232217093633098
"42",1978,"White","Public","jobopp","Feminist",0.784998912005007,0.767782906366902,0.802214917643111
"43",1978,"White","Public","lead","Conventional",0.14979316350691,0.134807511883588,0.164778815130232
"44",1978,"White","Public","lead","Feminist",0.85020683649309,0.835221184869768,0.865192488116412
"45",1978,"White","Family","hdecide","Conventional",0.397416576947079,0.377191165218399,0.417641988675759
"46",1978,"White","Family","hdecide","Feminist",0.602583423052921,0.582358011324241,0.622808834781601
"47",1978,"White","Family","home","Conventional",0.645874155906285,0.626209626733754,0.665538685078816
"48",1978,"White","Family","home","Feminist",0.354125844093715,0.334461314921184,0.373790373266246
"49",1979,"Black","Public","jobopp","Conventional",0.227135679866184,0.173378927902264,0.280892431830105
"50",1979,"Black","Public","jobopp","Feminist",0.772864320133816,0.719107568169895,0.826621072097736
"51",1979,"Black","Public","lead","Conventional",0.106532663985061,0.0663771423642421,0.14668818560588
"52",1979,"Black","Public","lead","Feminist",0.893467336014939,0.85331181439412,0.933622857635758
"53",1979,"Black","Family","hdecide","Conventional",0.327983952983687,0.270023366815823,0.385944539151552
"54",1979,"Black","Family","hdecide","Feminist",0.672016047016313,0.614055460848448,0.729976633184177
"55",1979,"Black","Family","home","Conventional",0.552763817613426,0.490836137801019,0.614691497425834
"56",1979,"Black","Family","home","Feminist",0.447236182386574,0.385308502574166,0.509163862198981
"57",1979,"White","Public","jobopp","Conventional",0.207155635454337,0.189692868171263,0.224618402737412
"58",1979,"White","Public","jobopp","Feminist",0.792844364545663,0.775381597262588,0.810307131828737
"59",1979,"White","Public","lead","Conventional",0.140011926374447,0.124691616974185,0.155332235774708
"60",1979,"White","Public","lead","Feminist",0.859988073625553,0.844667764225292,0.875308383025815
"61",1979,"White","Family","hdecide","Conventional",0.375289386824428,0.354246396027308,0.396332377621548
"62",1979,"White","Family","hdecide","Feminist",0.624710613175572,0.603667622378452,0.645753603972692
"63",1979,"White","Family","home","Conventional",0.646153846600769,0.625183358194067,0.667124335007471
"64",1979,"White","Family","home","Feminist",0.353846153399231,0.332875664992529,0.374816641805933
"65",1980,"Black","Public","jobopp","Conventional",0.164420485027486,0.11981861031304,0.209022359741932
"66",1980,"Black","Public","jobopp","Feminist",0.835579514972514,0.790977640258068,0.88018138968696
"67",1980,"Black","Public","lead","Conventional",0.14555256100777,0.103238556161254,0.187866565854287
"68",1980,"Black","Public","lead","Feminist",0.85444743899223,0.812133434145713,0.896761443838746
"69",1980,"Black","Family","hdecide","Conventional",0.375791139036066,0.317129257733617,0.434453020338515
"70",1980,"Black","Family","hdecide","Feminist",0.624208860963934,0.565546979661485,0.682870742266383
"71",1980,"Black","Family","home","Conventional",0.572327044723481,0.510736719243822,0.63391737020314
"72",1980,"Black","Family","home","Feminist",0.427672955276519,0.36608262979686,0.489263280756178
"73",1980,"White","Public","jobopp","Conventional",0.211177840289498,0.192468615141668,0.229887065437329
"74",1980,"White","Public","jobopp","Feminist",0.788822159710502,0.770112934562671,0.807531384858332
"75",1980,"White","Public","lead","Conventional",0.147199411424686,0.13103226384344,0.163366559005931
"76",1980,"White","Public","lead","Feminist",0.852800588575314,0.836633440994069,0.86896773615656
"77",1980,"White","Family","hdecide","Conventional",0.385455448295385,0.363578515543584,0.407332381047186
"78",1980,"White","Family","hdecide","Feminist",0.614544551704615,0.592667618952814,0.636421484456416
"79",1980,"White","Family","home","Conventional",0.630959675943877,0.609193462308347,0.652725889579406
"80",1980,"White","Family","home","Feminist",0.369040324056123,0.347274110420594,0.390806537691653
"81",1981,"Black","Public","jobopp","Conventional",0.1773722636608,0.136033217324783,0.218711309996818
"82",1981,"Black","Public","jobopp","Feminist",0.8226277363392,0.781288690003182,0.863966782675217
"83",1981,"Black","Public","lead","Conventional",0.11240875901188,0.0754141818200368,0.149403336203723
"84",1981,"Black","Public","lead","Feminist",0.88759124098812,0.850596663796278,0.924585818179963
"85",1981,"Black","Family","hdecide","Conventional",0.426205902305238,0.374806565766464,0.477605238844012
"86",1981,"Black","Family","hdecide","Feminist",0.573794097694762,0.522394761155988,0.625193434233536
"87",1981,"Black","Family","home","Conventional",0.56788321075788,0.51487886935593,0.620887552159831
"88",1981,"Black","Family","home","Feminist",0.43211678924212,0.379112447840169,0.48512113064407
"89",1981,"White","Public","jobopp","Conventional",0.186992786224804,0.169506608990646,0.204478963458962
"90",1981,"White","Public","jobopp","Feminist",0.813007213775196,0.795521036541038,0.830493391009354
"91",1981,"White","Public","lead","Conventional",0.114292155268296,0.100412721434085,0.128171589102508
"92",1981,"White","Public","lead","Feminist",0.885707844731704,0.871828410897492,0.899587278565915
"93",1981,"White","Family","hdecide","Conventional",0.370818980000409,0.349366077111829,0.392271882888989
"94",1981,"White","Family","hdecide","Feminist",0.629181019999591,0.607728117111011,0.650633922888171
"95",1981,"White","Family","home","Conventional",0.612150585866791,0.590781889766235,0.633519281967348
"96",1981,"White","Family","home","Feminist",0.387849414133209,0.366480718032652,0.409218110233765
"97",1982,"Black","Public","jobopp","Conventional",0.163420829535452,0.121395243376419,0.205446415694484
"98",1982,"Black","Public","jobopp","Feminist",0.836579170464548,0.794553584305516,0.878604756623581
"99",1982,"Black","Public","lead","Conventional",0.113463166320615,0.0773182096119258,0.149608123029304
"100",1982,"Black","Public","lead","Feminist",0.886536833679385,0.850391876970696,0.922681790388074
"101",1982,"Black","Family","hdecide","Conventional",0.341186028032169,0.287145959672106,0.395226096392231
"102",1982,"Black","Family","hdecide","Feminist",0.658813971967831,0.604773903607769,0.712854040327894
"103",1982,"Black","Family","home","Conventional",0.488569009461148,0.43126395485993,0.545874064062365
"104",1982,"Black","Family","home","Feminist",0.511430990538852,0.454125935937635,0.56873604514007
"105",1982,"White","Public","jobopp","Conventional",0.204389420464105,0.18660120213542,0.222177638792791
"106",1982,"White","Public","jobopp","Feminist",0.795610579535895,0.777822361207209,0.81339879786458
"107",1982,"White","Public","lead","Conventional",0.133483399297362,0.118460399097178,0.148506399497547
"108",1982,"White","Public","lead","Feminist",0.866516600702638,0.851493600502453,0.881539600902822
"109",1982,"White","Family","hdecide","Conventional",0.381022895733715,0.359536398141211,0.402509393326219
"110",1982,"White","Family","hdecide","Feminist",0.618977104266285,0.597490606673781,0.640463601858789
"111",1982,"White","Family","home","Conventional",0.589645469949064,0.568162606904188,0.61112833299394
"112",1982,"White","Family","home","Feminist",0.410354530050936,0.38887166700606,0.431837393095812
"113",1983,"Black","Public","jobopp","Conventional",0.164467897503315,0.122290384626231,0.206645410380399
"114",1983,"Black","Public","jobopp","Feminist",0.835532102496685,0.793354589619601,0.877709615373769
"115",1983,"Black","Public","lead","Conventional",0.071240105585159,0.0450043813362221,0.0974758298340959
"116",1983,"Black","Public","lead","Feminist",0.928759894414841,0.902524170165904,0.954995618663778
"117",1983,"Black","Family","hdecide","Conventional",0.295165395097974,0.244798111751339,0.34553267844461
"118",1983,"Black","Family","hdecide","Feminist",0.704834604902026,0.65446732155539,0.755201888248661
"119",1983,"Black","Family","home","Conventional",0.451187335547416,0.395476792706722,0.50689787838811
"120",1983,"Black","Family","home","Feminist",0.548812664452584,0.49310212161189,0.604523207293278
"121",1983,"White","Public","jobopp","Conventional",0.182509980568728,0.165094146420184,0.199925814717272
"122",1983,"White","Public","jobopp","Feminist",0.817490019431272,0.800074185282728,0.834905853579816
"123",1983,"White","Public","lead","Conventional",0.124500998040917,0.109995705120812,0.139006290961022
"124",1983,"White","Public","lead","Feminist",0.875499001959083,0.860993709038978,0.890004294879188
"125",1983,"White","Family","hdecide","Conventional",0.395279130955765,0.3732161731135,0.41734208879803
"126",1983,"White","Family","hdecide","Feminist",0.604720869044235,0.58265791120197,0.6267838268865
"127",1983,"White","Family","home","Conventional",0.564246507017897,0.541874087164908,0.586618926870887
"128",1983,"White","Family","home","Feminist",0.435753492982103,0.413381073129113,0.458125912835092
"129",1984,"Black","Public","jobopp","Conventional",0.14522494163392,0.109138756902649,0.181311126365192
"130",1984,"Black","Public","jobopp","Feminist",0.85477505836608,0.818688873634808,0.890861243097351
"131",1984,"Black","Public","lead","Conventional",0.128650355214496,0.0924544789684958,0.164846231460496
"132",1984,"Black","Public","lead","Feminist",0.871349644785504,0.835153768539504,0.907545521031504
"133",1984,"Black","Family","hdecide","Conventional",0.326621924481275,0.276521376618514,0.376722472344037
"134",1984,"Black","Family","hdecide","Feminist",0.673378075518725,0.623277527655963,0.723478623381486
"135",1984,"Black","Family","home","Conventional",0.560378847268432,0.506290013304909,0.614467681231955
"136",1984,"Black","Family","home","Feminist",0.439621152731568,0.385532318768045,0.493709986695091
"137",1984,"White","Public","jobopp","Conventional",0.188315884678448,0.169821753924742,0.206810015432154
"138",1984,"White","Public","jobopp","Feminist",0.811684115321552,0.793189984567846,0.830178246075258
"139",1984,"White","Public","lead","Conventional",0.123432854983944,0.107953159991838,0.13891254997605
"140",1984,"White","Public","lead","Feminist",0.876567145016056,0.86108745002395,0.892046840008162
"141",1984,"White","Family","hdecide","Conventional",0.361816094892429,0.33981780397633,0.383814385808529
"142",1984,"White","Family","hdecide","Feminist",0.638183905107571,0.616185614191471,0.66018219602367
"143",1984,"White","Family","home","Conventional",0.55628796727403,0.533426743539876,0.579149191008184
"144",1984,"White","Family","home","Feminist",0.44371203272597,0.420850808991816,0.466573256460125
"145",1985,"Black","Public","jobopp","Conventional",0.179487180186661,0.138142491049221,0.220831869324101
"146",1985,"Black","Public","jobopp","Feminist",0.820512819813339,0.779168130675899,0.86185750895078
"147",1985,"Black","Public","lead","Conventional",0.0918114151391152,0.0617459439538364,0.121876886324394
"148",1985,"Black","Public","lead","Feminist",0.908188584860885,0.878123113675606,0.938254056046164
"149",1985,"Black","Family","hdecide","Conventional",0.348571429807776,0.297801172509212,0.39934168710634
"150",1985,"Black","Family","hdecide","Feminist",0.651428570192224,0.60065831289366,0.702198827490788
"151",1985,"Black","Family","home","Conventional",0.437551696829905,0.385052752876378,0.490050640783433
"152",1985,"Black","Family","home","Feminist",0.562448303170095,0.509949359216567,0.614947247123622
"153",1985,"White","Public","jobopp","Conventional",0.17007956143243,0.152646017794789,0.187513105070071
"154",1985,"White","Public","jobopp","Feminist",0.82992043856757,0.812486894929929,0.847353982205211
"155",1985,"White","Public","lead","Conventional",0.139689578492982,0.123511332128882,0.155867824857083
"156",1985,"White","Public","lead","Feminist",0.860310421507018,0.844132175142917,0.876488667871118
"157",1985,"White","Family","hdecide","Conventional",0.341409975857218,0.319517850921311,0.363302100793124
"158",1985,"White","Family","hdecide","Feminist",0.658590024142782,0.636697899206876,0.680482149078689
"159",1985,"White","Family","home","Conventional",0.526020607618257,0.50284579046258,0.549195424773933
"160",1985,"White","Family","home","Feminist",0.473979392381743,0.450804575226067,0.49715420953742
"161",1986,"Black","Public","jobopp","Conventional",0.124109867568167,0.0848882265927424,0.163331508543592
"162",1986,"Black","Public","jobopp","Feminist",0.875890132431833,0.836668491456408,0.915111773407258
"163",1986,"Black","Public","lead","Conventional",0.0661241104276376,0.0396685621655279,0.0925796586897473
"164",1986,"Black","Public","lead","Feminist",0.933875889572362,0.907420341310253,0.960331437834472
"165",1986,"Black","Family","hdecide","Conventional",0.301762116159263,0.247531702105032,0.355992530213495
"166",1986,"Black","Family","hdecide","Feminist",0.698237883840737,0.644007469786505,0.752468297894968
"167",1986,"Black","Family","home","Conventional",0.434384536589645,0.375492371196198,0.493276701983091
"168",1986,"Black","Family","home","Feminist",0.565615463410355,0.506723298016909,0.624507628803802
"169",1986,"White","Public","jobopp","Conventional",0.157701212252935,0.139723512677824,0.175678911828046
"170",1986,"White","Public","jobopp","Feminist",0.842298787747065,0.824321088171954,0.860276487322176
"171",1986,"White","Public","lead","Conventional",0.116028870990662,0.100248461878675,0.131809280102649
"172",1986,"White","Public","lead","Feminist",0.883971129009338,0.868190719897351,0.899751538121325
"173",1986,"White","Family","hdecide","Conventional",0.345228328921802,0.321719629070651,0.368737028772954
"174",1986,"White","Family","hdecide","Feminist",0.654771671078198,0.631262971227047,0.678280370929349
"175",1986,"White","Family","home","Conventional",0.497889146487886,0.47316963579184,0.522608657183933
"176",1986,"White","Family","home","Feminist",0.502110853512114,0.477391342816067,0.52683036420816
"177",1987,"Black","Public","jobopp","Conventional",0.0841889115296467,0.0499951240370255,0.118382699022268
"178",1987,"Black","Public","jobopp","Feminist",0.915811088470353,0.881617300977732,0.950004875962974
"179",1987,"Black","Public","lead","Conventional",0.0605749484973341,0.0327085019667496,0.0884413950279186
"180",1987,"Black","Public","lead","Feminist",0.939425051502666,0.911558604972081,0.967291498033251
"181",1987,"Black","Family","hdecide","Conventional",0.263779526930821,0.209186831780034,0.318372222081608
"182",1987,"Black","Family","hdecide","Feminist",0.736220473069179,0.681627777918392,0.790813168219966
"183",1987,"Black","Family","home","Conventional",0.409650922968271,0.341578212939336,0.477723632997206
"184",1987,"Black","Family","home","Feminist",0.590349077031729,0.522276367002794,0.658421787060664
"185",1987,"White","Public","jobopp","Conventional",0.146391226339467,0.129721737783398,0.163060714895536
"186",1987,"White","Public","jobopp","Feminist",0.853608773660533,0.836939285104464,0.870278262216602
"187",1987,"White","Public","lead","Conventional",0.106477939042104,0.0915719911544508,0.121383886929758
"188",1987,"White","Public","lead","Feminist",0.893522060957896,0.878616113070242,0.908428008845549
"189",1987,"White","Family","hdecide","Conventional",0.341404358276326,0.3189792044529,0.363829512099752
"190",1987,"White","Family","hdecide","Feminist",0.658595641723674,0.636170487900248,0.6810207955471
"191",1987,"White","Family","home","Conventional",0.487630706025703,0.46401843315181,0.511242978899597
"192",1987,"White","Family","home","Feminist",0.512369293974297,0.488757021100403,0.53598156684819
"193",1988,"Black","Public","jobopp","Conventional",0.143205858272447,0.100087651659231,0.186324064885663
"194",1988,"Black","Public","jobopp","Feminist",0.856794141727553,0.813675935114337,0.899912348340769
"195",1988,"Black","Public","lead","Conventional",0.0960130187963509,0.0626632095325542,0.129362828060147
"196",1988,"Black","Public","lead","Feminist",0.903986981203649,0.870637171939853,0.937336790467446
"197",1988,"Black","Family","hdecide","Conventional",0.326264273557048,0.2703920953723,0.382136451741797
"198",1988,"Black","Family","hdecide","Feminist",0.673735726442952,0.617863548258203,0.7296079046277
"199",1988,"Black","Family","home","Conventional",0.439381610487398,0.377144627087352,0.501618593887444
"200",1988,"Black","Family","home","Feminist",0.560618389512602,0.498381406112556,0.622855372912648
"201",1988,"White","Public","jobopp","Conventional",0.147657054480441,0.13088247557563,0.164431633385253
"202",1988,"White","Public","jobopp","Feminist",0.852342945519559,0.835568366614747,0.86911752442437
"203",1988,"White","Public","lead","Conventional",0.126029866184683,0.110481054889898,0.141578677479467
"204",1988,"White","Public","lead","Feminist",0.873970133815317,0.858421322520533,0.889518945110102
"205",1988,"White","Family","hdecide","Conventional",0.337798408388568,0.315500918174918,0.360095898602218
"206",1988,"White","Family","hdecide","Feminist",0.662201591611432,0.639904101397782,0.684499081825082
"207",1988,"White","Family","home","Conventional",0.458934089014566,0.43562413049184,0.482244047537291
"208",1988,"White","Family","home","Feminist",0.541065910985434,0.517755952462709,0.56437586950816
"209",1989,"Black","Public","jobopp","Conventional",0.126815101346856,0.0831770540547252,0.170453148638987
"210",1989,"Black","Public","jobopp","Feminist",0.873184898653144,0.829546851361013,0.916822945945275
"211",1989,"Black","Public","lead","Conventional",0.0464666027499208,0.0199554501367031,0.0729777553631385
"212",1989,"Black","Public","lead","Feminist",0.953533397250079,0.927022244636862,0.980044549863297
"213",1989,"Black","Family","hdecide","Conventional",0.334634147095061,0.273599381025258,0.395668913164864
"214",1989,"Black","Family","hdecide","Feminist",0.665365852904939,0.604331086835136,0.726400618974742
"215",1989,"Black","Family","home","Conventional",0.355275895235467,0.293270252020075,0.41728153845086
"216",1989,"Black","Family","home","Feminist",0.644724104764533,0.58271846154914,0.706729747979925
"217",1989,"White","Public","jobopp","Conventional",0.140385793208483,0.122288470296322,0.158483116120644
"218",1989,"White","Public","jobopp","Feminist",0.859614206791517,0.841516883879356,0.877711529703678
"219",1989,"White","Public","lead","Conventional",0.109767299682548,0.0934706720286512,0.126063927336445
"220",1989,"White","Public","lead","Feminist",0.890232700317452,0.873936072663555,0.906529327971349
"221",1989,"White","Family","hdecide","Conventional",0.340802422415478,0.316672754022736,0.364932090808221
"222",1989,"White","Family","hdecide","Feminist",0.659197577584522,0.635067909191779,0.683327245977264
"223",1989,"White","Family","home","Conventional",0.468462951713304,0.442763945997838,0.49416195742877
"224",1989,"White","Family","home","Feminist",0.531537048286696,0.50583804257123,0.557236054002163
"225",1990,"Black","Public","jobopp","Conventional",0.0998824921868327,0.0595879989233147,0.140176985450351
"226",1990,"Black","Public","jobopp","Feminist",0.900117507813167,0.859823014549649,0.940412001076685
"227",1990,"Black","Public","lead","Conventional",0.0928319624613769,0.0476439897721216,0.138019935150632
"228",1990,"Black","Public","lead","Feminist",0.907168037538623,0.861980064849368,0.952356010227878
"229",1990,"Black","Family","hdecide","Conventional",0.241059601875574,0.175172192961597,0.306947010789552
"230",1990,"Black","Family","hdecide","Feminist",0.758940398124426,0.693052989210448,0.824827807038403
"231",1990,"Black","Family","home","Conventional",0.368977670702196,0.298847900100973,0.43910744130342
"232",1990,"Black","Family","home","Feminist",0.631022329297804,0.56089255869658,0.701152099899027
"233",1990,"White","Public","jobopp","Conventional",0.14077509104147,0.122996213909168,0.158553968173771
"234",1990,"White","Public","jobopp","Feminist",0.85922490895853,0.841446031826229,0.877003786090832
"235",1990,"White","Public","lead","Conventional",0.10202053659881,0.0865494706144722,0.117491602583147
"236",1990,"White","Public","lead","Feminist",0.89797946340119,0.882508397416853,0.913450529385528
"237",1990,"White","Family","hdecide","Conventional",0.33278336959726,0.308149497876334,0.357417241318185
"238",1990,"White","Family","hdecide","Feminist",0.66721663040274,0.642582758681814,0.691850502123666
"239",1990,"White","Family","home","Conventional",0.435740311086811,0.409693509708342,0.46178711246528
"240",1990,"White","Family","home","Feminist",0.564259688913189,0.53821288753472,0.590306490291658
"241",1991,"Black","Public","jobopp","Conventional",0.0813559311265527,0.04159029825432,0.121121563998786
"242",1991,"Black","Public","jobopp","Feminist",0.918644068873447,0.878878436001214,0.95840970174568
"243",1991,"Black","Public","lead","Conventional",0.0666666668911663,0.0312462743273953,0.102087059454937
"244",1991,"Black","Public","lead","Feminist",0.933333333108834,0.897912940545063,0.968753725672605
"245",1991,"Black","Family","hdecide","Conventional",0.231270357740527,0.177710137213672,0.284830578267383
"246",1991,"Black","Family","hdecide","Feminist",0.768729642259473,0.715169421732618,0.822289862786328
"247",1991,"Black","Family","home","Conventional",0.35028248532397,0.282266499658345,0.418298470989595
"248",1991,"Black","Family","home","Feminist",0.64971751467603,0.581701529010405,0.717733500341655
"249",1991,"White","Public","jobopp","Conventional",0.138225863813232,0.118296175827206,0.158155551799257
"250",1991,"White","Public","jobopp","Feminist",0.861774136186768,0.841844448200743,0.881703824172794
"251",1991,"White","Public","lead","Conventional",0.0999287496368632,0.0831892393123281,0.116668259961398
"252",1991,"White","Public","lead","Feminist",0.900071250363137,0.883331740038602,0.916810760687672
"253",1991,"White","Family","hdecide","Conventional",0.338045375380967,0.310833448628492,0.365257302133441
"254",1991,"White","Family","hdecide","Feminist",0.661954624619033,0.634742697866559,0.689166551371508
"255",1991,"White","Family","home","Conventional",0.464018525279862,0.435266670012866,0.492770380546857
"256",1991,"White","Family","home","Feminist",0.535981474720138,0.507229619453143,0.564733329987134
"257",1992,"Black","Public","jobopp","Conventional",0.0764655892627846,0.0409400429591315,0.111991135566438
"258",1992,"Black","Public","jobopp","Feminist",0.923534410737215,0.888008864433562,0.959059957040869
"259",1992,"Black","Public","lead","Conventional",0.0586236186204858,0.034777853250293,0.0824693839906786
"260",1992,"Black","Public","lead","Feminist",0.941376381379514,0.917530616009321,0.965222146749707
"261",1992,"Black","Family","hdecide","Conventional",0.301047119719014,0.246602955901518,0.35549128353651
"262",1992,"Black","Family","hdecide","Feminist",0.698952880280986,0.64450871646349,0.753397044098482
"263",1992,"Black","Family","home","Conventional",0.2778249790986,0.220313977138073,0.335335981059127
"264",1992,"Black","Family","home","Feminist",0.7221750209014,0.664664018940873,0.779686022861927
"265",1992,"White","Public","jobopp","Conventional",0.141876822631024,0.121775869904586,0.161977775357463
"266",1992,"White","Public","jobopp","Feminist",0.858123177368976,0.838022224642538,0.878224130095414
"267",1992,"White","Public","lead","Conventional",0.0946989194523089,0.078176490796147,0.111221348108471
"268",1992,"White","Public","lead","Feminist",0.905301080547691,0.888778651891529,0.921823509203853
"269",1992,"White","Family","hdecide","Conventional",0.305667337135723,0.279278365940486,0.33205630833096
"270",1992,"White","Family","hdecide","Feminist",0.694332662864277,0.66794369166904,0.720721634059514
"271",1992,"White","Family","home","Conventional",0.452907874285483,0.424494828846044,0.481320919724922
"272",1992,"White","Family","home","Feminist",0.547092125714518,0.518679080275079,0.575505171153957
"273",1993,"Black","Public","jobopp","Conventional",0.09189723287062,0.0432255157134618,0.140568950027778
"274",1993,"Black","Public","jobopp","Feminist",0.90810276712938,0.859431049972222,0.956774484286538
"275",1993,"Black","Public","lead","Conventional",0.041501976394776,0.0188745991422461,0.0641293536473058
"276",1993,"Black","Public","lead","Feminist",0.958498023605224,0.935870646352694,0.981125400857754
"277",1993,"Black","Family","hdecide","Conventional",0.310144927478365,0.248367989316138,0.371921865640591
"278",1993,"Black","Family","hdecide","Feminist",0.689855072521635,0.628078134359409,0.751632010683862
"279",1993,"Black","Family","home","Conventional",0.331027667858091,0.267422623675385,0.394632712040797
"280",1993,"Black","Family","home","Feminist",0.668972332141909,0.605367287959203,0.732577376324615
"281",1993,"White","Public","jobopp","Conventional",0.113431339901983,0.094781073617479,0.132081606186486
"282",1993,"White","Public","jobopp","Feminist",0.886568660098017,0.867918393813514,0.905218926382521
"283",1993,"White","Public","lead","Conventional",0.090377547791997,0.0721995970238461,0.108555498560148
"284",1993,"White","Public","lead","Feminist",0.909622452208003,0.891444501439852,0.927800402976154
"285",1993,"White","Family","hdecide","Conventional",0.291360907341157,0.265777061877818,0.316944752804496
"286",1993,"White","Family","hdecide","Feminist",0.708639092658843,0.683055247195504,0.734222938122182
"287",1993,"White","Family","home","Conventional",0.416304711604993,0.388713649752339,0.443895773457647
"288",1993,"White","Family","home","Feminist",0.583695288395007,0.556104226542353,0.611286350247661
"289",1994,"Black","Public","jobopp","Conventional",0.093301434974593,0.0507611043071191,0.135841765642067
"290",1994,"Black","Public","jobopp","Feminist",0.906698565025407,0.864158234357933,0.949238895692881
"291",1994,"Black","Public","lead","Conventional",0.0765550228863916,0.0377327504965336,0.11537729527625
"292",1994,"Black","Public","lead","Feminist",0.923444977113608,0.88462270472375,0.962267249503466
"293",1994,"Black","Family","hdecide","Conventional",0.321307776506158,0.256660288687459,0.385955264324856
"294",1994,"Black","Family","hdecide","Feminist",0.678692223493842,0.614044735675144,0.743339711312541
"295",1994,"Black","Family","home","Conventional",0.383971290764159,0.316245843716969,0.45169673781135
"296",1994,"Black","Family","home","Feminist",0.616028709235841,0.54830326218865,0.683754156283031
"297",1994,"White","Public","jobopp","Conventional",0.139542936556352,0.120153659863899,0.158932213248804
"298",1994,"White","Public","jobopp","Feminist",0.860457063443648,0.841067786751196,0.879846340136101
"299",1994,"White","Public","lead","Conventional",0.0869113573301793,0.0711621448438436,0.102660569816515
"300",1994,"White","Public","lead","Feminist",0.913088642669821,0.897339430183485,0.928837855156156
"301",1994,"White","Family","hdecide","Conventional",0.29199059826778,0.265954050550596,0.318027145984963
"302",1994,"White","Family","hdecide","Feminist",0.70800940173222,0.681972854015037,0.734045949449404
"303",1994,"White","Family","home","Conventional",0.421918282297907,0.394634866807074,0.44920169778874
"304",1994,"White","Family","home","Feminist",0.578081717702093,0.55079830221126,0.605365133192926
"305",1995,"Black","Public","jobopp","Conventional",0.0532879822872062,0.0256299434962882,0.0809460210781242
"306",1995,"Black","Public","jobopp","Feminist",0.946712017712794,0.919053978921876,0.974370056503712
