"","year","gender","sphere","variable","val","prop","prop_low","prop_upp"
"34",1977,"Men","Family","hdecide","Feminist",0.442218080238677,0.412420929281964,0.47201523119539
"35",1977,"Men","Family","home","Conventional",0.814079848765323,0.791479576225014,0.836680121305633
"36",1977,"Men","Family","home","Feminist",0.185920151234677,0.163319878694367,0.208520423774986
"37",1977,"Women","Public","jobopp","Conventional",0.132372804786267,0.11100117672201,0.153744432850524
"38",1977,"Women","Public","jobopp","Feminist",0.867627195213733,0.846255567149477,0.88899882327799
"39",1977,"Women","Public","lead","Conventional",0.0578568213080668,0.0444209771668813,0.0712926654492523
"40",1977,"Women","Public","lead","Feminist",0.942143178691933,0.928707334550748,0.955579022833119
"41",1977,"Women","Employed Mothers","suffer","Conventional",0.665691130222371,0.638310363841111,0.693071896603632
"42",1977,"Women","Employed Mothers","suffer","Feminist",0.334308869777629,0.306928103396368,0.361689636158889
"43",1977,"Women","Employed Mothers","warm","Conventional",0.345339936973608,0.317759080278013,0.372920793669203
"44",1977,"Women","Employed Mothers","warm","Feminist",0.654660063026392,0.627079206330797,0.682240919721987
"45",1977,"Women","Family","hdecide","Conventional",0.270851432527039,0.245111723042026,0.296591142012053
"46",1977,"Women","Family","hdecide","Feminist",0.729148567472961,0.703408857987947,0.754888276957974
"47",1977,"Women","Family","home","Conventional",0.546150382299218,0.517281044469498,0.575019720128938
"48",1977,"Women","Family","home","Feminist",0.453849617700782,0.424980279871062,0.482718955530502
"49",1978,"Men","Public","jobopp","Conventional",0.324023519063478,0.296932366487227,0.35111467163973
"50",1978,"Men","Public","jobopp","Feminist",0.675976480936522,0.64888532836027,0.703067633512773
"51",1978,"Men","Public","lead","Conventional",0.247165056578412,0.222346506006974,0.271983607149851
"52",1978,"Men","Public","lead","Feminist",0.752834943421588,0.728016392850149,0.777653493993026
"53",1978,"Men","Employed Mothers","suffer","Conventional",0.812473750904784,0.790328160151112,0.834619341658457
"54",1978,"Men","Employed Mothers","suffer","Feminist",0.187526249095216,0.165380658341543,0.209671839848888
"55",1978,"Men","Employed Mothers","warm","Conventional",0.600797984160142,0.572702323789467,0.628893644530817
"56",1978,"Men","Employed Mothers","warm","Feminist",0.399202015839858,0.371106355469183,0.427297676210533
"57",1978,"Men","Family","hdecide","Conventional",0.540240871980291,0.512439673568415,0.568042070392167
"58",1978,"Men","Family","hdecide","Feminist",0.459759128019709,0.431957929607833,0.487560326431585
"59",1978,"Men","Family","home","Conventional",0.761234775135922,0.736728604072285,0.785740946199559
"60",1978,"Men","Family","home","Feminist",0.238765224864078,0.214259053800441,0.263271395927715
"61",1978,"Women","Public","jobopp","Conventional",0.123230489257433,0.105123824240222,0.141337154274644
"62",1978,"Women","Public","jobopp","Feminist",0.876769510742567,0.858662845725356,0.894876175759779
"63",1978,"Women","Public","lead","Conventional",0.0664246824544634,0.0522507836743416,0.0805985812345852
"64",1978,"Women","Public","lead","Feminist",0.933575317545537,0.919401418765415,0.947749216325658
"65",1978,"Women","Employed Mothers","suffer","Conventional",0.612159709281057,0.586270190294974,0.638049228267141
"66",1978,"Women","Employed Mothers","suffer","Feminist",0.387840290718943,0.361950771732859,0.413729809705026
"67",1978,"Women","Employed Mothers","warm","Conventional",0.324863882913367,0.300223405807559,0.349504360019176
"68",1978,"Women","Employed Mothers","warm","Feminist",0.675136117086633,0.650495639980824,0.699776594192441
"69",1978,"Women","Family","hdecide","Conventional",0.24043611295063,0.217429897352475,0.263442328548785
"70",1978,"Women","Family","hdecide","Feminist",0.75956388704937,0.736557671451215,0.782570102647525
"71",1978,"Women","Family","home","Conventional",0.523774954182015,0.497344368280851,0.550205540083179
"72",1978,"Women","Family","home","Feminist",0.476225045817985,0.449794459916821,0.502655631719149
"73",1979,"Men","Public","jobopp","Conventional",0.310677383357324,0.283158828967473,0.338195937747176
"74",1979,"Men","Public","jobopp","Feminist",0.689322616642676,0.661804062252824,0.716841171032527
"75",1979,"Men","Public","lead","Conventional",0.224799082071214,0.199468335123568,0.250129829018859
"76",1979,"Men","Public","lead","Feminist",0.775200917928786,0.749870170981141,0.800531664876432
"77",1979,"Men","Employed Mothers","suffer","Conventional",0.807347876546049,0.783483428712609,0.83121232437949
"78",1979,"Men","Employed Mothers","suffer","Feminist",0.192652123453951,0.168787675620511,0.216516571287391
"79",1979,"Men","Employed Mothers","warm","Conventional",0.604592422297243,0.575345598625558,0.633839245968928
"80",1979,"Men","Employed Mothers","warm","Feminist",0.395407577702757,0.366160754031072,0.424654401374442
"81",1979,"Men","Family","hdecide","Conventional",0.522222222722807,0.49250395276305,0.551940492682565
"82",1979,"Men","Family","hdecide","Feminist",0.477777777277193,0.448059507317436,0.50749604723695
"83",1979,"Men","Family","home","Conventional",0.780711825705577,0.755881382431686,0.805542268979469
"84",1979,"Men","Family","home","Feminist",0.219288174294423,0.194457731020531,0.244118617568314
"85",1979,"Women","Public","jobopp","Conventional",0.121393034732591,0.102896247796267,0.139889821668915
"86",1979,"Women","Public","jobopp","Feminist",0.878606965267409,0.860110178331085,0.897103752203733
"87",1979,"Women","Public","lead","Conventional",0.0599004976165919,0.0460659956147902,0.0737349996183936
"88",1979,"Women","Public","lead","Feminist",0.940099502383408,0.926265000381606,0.95393400438521
"89",1979,"Women","Employed Mothers","suffer","Conventional",0.630248755952985,0.603159275645954,0.657338236260016
"90",1979,"Women","Employed Mothers","suffer","Feminist",0.369751244047015,0.342661763739984,0.396840724354046
"91",1979,"Women","Employed Mothers","warm","Conventional",0.321194029924654,0.294642195009062,0.347745864840247
"92",1979,"Women","Employed Mothers","warm","Feminist",0.678805970075346,0.652254135159753,0.705357804990938
"93",1979,"Women","Family","hdecide","Conventional",0.230287859608795,0.206527580568646,0.254048138648945
"94",1979,"Women","Family","hdecide","Feminist",0.769712140391205,0.745951861351055,0.793472419431354
"95",1979,"Women","Family","home","Conventional",0.511044776298142,0.482668390848462,0.539421161747822
"96",1979,"Women","Family","home","Feminist",0.488955223701858,0.460578838252178,0.517331609151538
"97",1980,"Men","Public","jobopp","Conventional",0.301204818960397,0.272991286719715,0.329418351201079
"98",1980,"Men","Public","jobopp","Feminist",0.698795181039603,0.670581648798921,0.727008713280285
"99",1980,"Men","Public","lead","Conventional",0.248326639800835,0.22205420707635,0.27459907252532
"100",1980,"Men","Public","lead","Feminist",0.751673360199165,0.72540092747468,0.777945792923651
"101",1980,"Men","Employed Mothers","suffer","Conventional",0.786479250453387,0.761241541307148,0.811716959599626
"102",1980,"Men","Employed Mothers","suffer","Feminist",0.213520749546613,0.188283040400374,0.238758458692852
"103",1980,"Men","Employed Mothers","warm","Conventional",0.563587683800315,0.533290891748722,0.593884475851909
"104",1980,"Men","Employed Mothers","warm","Feminist",0.436412316199685,0.406115524148091,0.466709108251278
"105",1980,"Men","Family","hdecide","Conventional",0.514507198773906,0.48426722495102,0.544747172596793
"106",1980,"Men","Family","hdecide","Feminist",0.485492801226094,0.455252827403207,0.51573277504898
"107",1980,"Men","Family","home","Conventional",0.75635876813179,0.730010542240599,0.782706994022981
"108",1980,"Men","Family","home","Feminist",0.24364123186821,0.217293005977019,0.269989457759401
"109",1980,"Women","Public","jobopp","Conventional",0.116075156553374,0.0968738493210716,0.135276463785677
"110",1980,"Women","Public","jobopp","Feminist",0.883924843446626,0.864723536214323,0.903126150678928
"111",1980,"Women","Public","lead","Conventional",0.0521920664166055,0.0383500307456739,0.066034102087537
"112",1980,"Women","Public","lead","Feminist",0.947807933583395,0.933965897912463,0.961649969254326
"113",1980,"Women","Employed Mothers","suffer","Conventional",0.609185803236377,0.580392964472723,0.637978642000031
"114",1980,"Women","Employed Mothers","suffer","Feminist",0.390814196763623,0.362021357999969,0.419607035527277
"115",1980,"Women","Employed Mothers","warm","Conventional",0.300626304542321,0.273409547887069,0.327843061197574
"116",1980,"Women","Employed Mothers","warm","Feminist",0.699373695457679,0.672156938802426,0.726590452112931
"117",1980,"Women","Family","hdecide","Conventional",0.261701684642414,0.235236439391492,0.288166929893337
"118",1980,"Women","Family","hdecide","Feminist",0.738298315357586,0.711833070106663,0.764763560608508
"119",1980,"Women","Family","home","Conventional",0.499999999502258,0.470377535043089,0.529622463961427
"120",1980,"Women","Family","home","Feminist",0.500000000497742,0.470377536038573,0.529622464956911
"121",1981,"Men","Public","jobopp","Conventional",0.265096618848795,0.239340258516089,0.290852979181502
"122",1981,"Men","Public","jobopp","Feminist",0.734903381151205,0.709147020818498,0.760659741483911
"123",1981,"Men","Public","lead","Conventional",0.186392915134723,0.163701999238701,0.209083831030746
"124",1981,"Men","Public","lead","Feminist",0.813607084865277,0.790916168969254,0.836298000761299
"125",1981,"Men","Employed Mothers","suffer","Conventional",0.780595813961337,0.756062385290525,0.80512924263215
"126",1981,"Men","Employed Mothers","suffer","Feminist",0.219404186038663,0.19487075736785,0.243937614709475
"127",1981,"Men","Employed Mothers","warm","Conventional",0.532004831604314,0.502674004998829,0.561335658209798
"128",1981,"Men","Employed Mothers","warm","Feminist",0.467995168395686,0.438664341790201,0.497325995001171
"129",1981,"Men","Family","hdecide","Conventional",0.530259366180693,0.501569000393521,0.558949731967865
"130",1981,"Men","Family","hdecide","Feminist",0.469740633819307,0.441050268032135,0.498430999606479
"131",1981,"Men","Family","home","Conventional",0.735708534278584,0.71011554994001,0.761301518617158
"132",1981,"Men","Family","home","Feminist",0.264291465721416,0.238698481382842,0.28988445005999
"133",1981,"Women","Public","jobopp","Conventional",0.110921501436288,0.0918213833880259,0.130021619484549
"134",1981,"Women","Public","jobopp","Feminist",0.889078498563712,0.869978380515451,0.908178616611974
"135",1981,"Women","Public","lead","Conventional",0.0458854757956609,0.0335501793212819,0.0582207722700398
"136",1981,"Women","Public","lead","Feminist",0.954114524204339,0.94177922772996,0.966449820678718
"137",1981,"Women","Employed Mothers","suffer","Conventional",0.548729616943616,0.520260559561652,0.577198674325581
"138",1981,"Women","Employed Mothers","suffer","Feminist",0.451270383056384,0.422801325674419,0.479739440438348
"139",1981,"Women","Employed Mothers","warm","Conventional",0.260523321497762,0.235171814620379,0.285874828375145
"140",1981,"Women","Employed Mothers","warm","Feminist",0.739476678502238,0.714125171624855,0.764828185379621
"141",1981,"Women","Family","hdecide","Conventional",0.22554505081791,0.200950706335989,0.250139395299832
"142",1981,"Women","Family","hdecide","Feminist",0.77445494918209,0.749860604700168,0.799049293664011
"143",1981,"Women","Family","home","Conventional",0.484262419234972,0.45556691615413,0.512957922315814
"144",1981,"Women","Family","home","Feminist",0.515737580765028,0.487042077684186,0.54443308384587
"145",1982,"Men","Public","jobopp","Conventional",0.302242508625145,0.275636844249693,0.328848173000596
"146",1982,"Men","Public","jobopp","Feminist",0.697757491374855,0.671151826999404,0.724363155750307
"147",1982,"Men","Public","lead","Conventional",0.225243103988127,0.200984775478187,0.249501432498067
"148",1982,"Men","Public","lead","Feminist",0.774756896011873,0.750498567501933,0.799015224521813
"149",1982,"Men","Employed Mothers","suffer","Conventional",0.746973606087038,0.721597306928191,0.772349905245884
"150",1982,"Men","Employed Mothers","suffer","Feminist",0.253026393912962,0.227650094754116,0.278402693071809
"151",1982,"Men","Employed Mothers","warm","Conventional",0.557650327694099,0.528927021400186,0.586373633988012
"152",1982,"Men","Employed Mothers","warm","Feminist",0.442349672305901,0.413626366011988,0.471072978599814
"153",1982,"Men","Family","hdecide","Conventional",0.532417693557957,0.503347409274002,0.561487977841912
"154",1982,"Men","Family","hdecide","Feminist",0.467582306442043,0.438512022158088,0.496652590725998
"155",1982,"Men","Family","home","Conventional",0.699742012449897,0.673130842717463,0.726353182182332
"156",1982,"Men","Family","home","Feminist",0.300257987550103,0.273646817817668,0.326869157282537
"157",1982,"Women","Public","jobopp","Conventional",0.0966779388999637,0.0791449262132752,0.114210951586652
"158",1982,"Women","Public","jobopp","Feminist",0.903322061100036,0.885789048413348,0.920855073786725
"159",1982,"Women","Public","lead","Conventional",0.0368012732346912,0.0255610028314441,0.0480415436379383
"160",1982,"Women","Public","lead","Feminist",0.963198726765309,0.951958456362062,0.974438997168556
"161",1982,"Women","Employed Mothers","suffer","Conventional",0.570519196124366,0.541857013235344,0.599181379013388
"162",1982,"Women","Employed Mothers","suffer","Feminist",0.429480803875634,0.400818620986612,0.458142986764656
"163",1982,"Women","Employed Mothers","warm","Conventional",0.26198527897482,0.236505409909492,0.287465148040148
"164",1982,"Women","Employed Mothers","warm","Feminist",0.73801472102518,0.712534851959851,0.763494590090508
"165",1982,"Women","Family","hdecide","Conventional",0.223166633682341,0.198355425605239,0.247977841759442
"166",1982,"Women","Family","hdecide","Feminist",0.776833366317659,0.752022158240558,0.80164457439476
"167",1982,"Women","Family","home","Conventional",0.455540083372245,0.426689570910783,0.484390595833706
"168",1982,"Women","Family","home","Feminist",0.544459916627755,0.515609404166294,0.573310429089217
"169",1983,"Men","Public","jobopp","Conventional",0.279535625411561,0.252469426682099,0.306601824141022
"170",1983,"Men","Public","jobopp","Feminist",0.720464374588439,0.693398175858978,0.747530573317901
"171",1983,"Men","Public","lead","Conventional",0.210789892998256,0.186632264877289,0.234947521119224
"172",1983,"Men","Public","lead","Feminist",0.789210107001744,0.765052478880776,0.813367735122711
"173",1983,"Men","Employed Mothers","suffer","Conventional",0.768495333271227,0.743191245152988,0.793799421389466
"174",1983,"Men","Employed Mothers","suffer","Feminist",0.231504666728773,0.206200578610534,0.256808754847012
"175",1983,"Men","Employed Mothers","warm","Conventional",0.567038469157775,0.53734980483104,0.59672713348451
"176",1983,"Men","Employed Mothers","warm","Feminist",0.432961530842225,0.40327286651549,0.46265019516896
"177",1983,"Men","Family","hdecide","Conventional",0.565941385872404,0.536212749602474,0.595670022142335
"178",1983,"Men","Family","hdecide","Feminist",0.434058614127596,0.404329977857665,0.463787250397526
"179",1983,"Men","Family","home","Conventional",0.699294331820289,0.671670704367006,0.726917959273573
"180",1983,"Men","Family","home","Feminist",0.300705668179711,0.273082040726427,0.328329295632994
"181",1983,"Women","Public","jobopp","Conventional",0.0886554623137416,0.0719628517756084,0.105348072851875
"182",1983,"Women","Public","jobopp","Feminist",0.911344537686258,0.894651927148125,0.928037148224392
"183",1983,"Women","Public","lead","Conventional",0.0321428570879989,0.0225409004257811,0.0417448137502167
"184",1983,"Women","Public","lead","Feminist",0.967857142912001,0.958255186249783,0.977459099574219
"185",1983,"Women","Employed Mothers","suffer","Conventional",0.532983192498072,0.503868148134357,0.562098236861787
"186",1983,"Women","Employed Mothers","suffer","Feminist",0.467016807501928,0.437901763138213,0.496131851865643
"187",1983,"Women","Employed Mothers","warm","Conventional",0.28004201643408,0.253569555160901,0.306514477707258
"188",1983,"Women","Employed Mothers","warm","Feminist",0.71995798356592,0.693485522292742,0.746430444839099
"189",1983,"Women","Family","hdecide","Conventional",0.205894916992205,0.182488833231527,0.229301000752884
"190",1983,"Women","Family","hdecide","Feminist",0.794105083007795,0.770698999247116,0.817511166768473
"191",1983,"Women","Family","home","Conventional",0.412605042011826,0.383891958281291,0.441318125742361
"192",1983,"Women","Family","home","Feminist",0.587394957988174,0.558681874257639,0.616108041718709
"193",1984,"Men","Public","jobopp","Conventional",0.299412455715607,0.27039694974192,0.328427961689293
"194",1984,"Men","Public","jobopp","Feminist",0.700587544284393,0.671572038310707,0.72960305025808
"195",1984,"Men","Public","lead","Conventional",0.224206815208131,0.197953392268649,0.250460238147612
"196",1984,"Men","Public","lead","Feminist",0.775793184791869,0.749539761852387,0.802046607731351
"197",1984,"Men","Employed Mothers","suffer","Conventional",0.765217391053419,0.73955078614022,0.790883995966619
"198",1984,"Men","Employed Mothers","suffer","Feminist",0.234782608946581,0.209116004033381,0.26044921385978
"199",1984,"Men","Employed Mothers","warm","Conventional",0.512338425639076,0.48153117611465,0.543145675163503
"200",1984,"Men","Employed Mothers","warm","Feminist",0.487661574360924,0.456854324836497,0.518468823885351
"201",1984,"Men","Family","hdecide","Conventional",0.529626253704573,0.498952390689349,0.560300116719796
"202",1984,"Men","Family","hdecide","Feminist",0.470373746295428,0.439699883280204,0.501047609310651
"203",1984,"Men","Family","home","Conventional",0.709048178761521,0.681375147874437,0.736721209648606
"204",1984,"Men","Family","home","Feminist",0.290951821238479,0.263278790351394,0.318624852125563
"205",1984,"Women","Public","jobopp","Conventional",0.0772794276350309,0.062363911783719,0.0921949434863427
"206",1984,"Women","Public","jobopp","Feminist",0.922720572364969,0.907805056513657,0.937636088216281
"207",1984,"Women","Public","lead","Conventional",0.0345335861307129,0.0241059959057685,0.0449611763556574
"208",1984,"Women","Public","lead","Feminist",0.965466413869287,0.955038823644343,0.975894004094232
"209",1984,"Women","Employed Mothers","suffer","Conventional",0.543903980826588,0.514780027588892,0.573027934064284
"210",1984,"Women","Employed Mothers","suffer","Feminist",0.456096019173412,0.426972065935716,0.485219972411108
"211",1984,"Women","Employed Mothers","warm","Conventional",0.240050537483802,0.215202173994524,0.26489890097308
"212",1984,"Women","Employed Mothers","warm","Feminist",0.759949462516198,0.73510109902692,0.784797826005476
"213",1984,"Women","Family","hdecide","Conventional",0.198372966410233,0.175412429634277,0.221333503186189
"214",1984,"Women","Family","hdecide","Feminist",0.801627033589767,0.778666496813811,0.824587570365723
"215",1984,"Women","Family","home","Conventional",0.420509581368737,0.391675224936599,0.449343937800876
"216",1984,"Women","Family","home","Feminist",0.579490418631263,0.550656062199124,0.608324775063401
"217",1985,"Men","Public","jobopp","Conventional",0.30164489546849,0.272873688251081,0.330416102685899
"218",1985,"Men","Public","jobopp","Feminist",0.69835510453151,0.669583897314101,0.727126311748919
"219",1985,"Men","Public","lead","Conventional",0.252781809131667,0.225448300490052,0.280115317773282
"220",1985,"Men","Public","lead","Feminist",0.747218190868333,0.719884682226718,0.774551699509948
"221",1985,"Men","Employed Mothers","suffer","Conventional",0.754958877348354,0.728256245157095,0.781661509539613
"222",1985,"Men","Employed Mothers","suffer","Feminist",0.245041122651646,0.218338490460387,0.271743754842905
"223",1985,"Men","Employed Mothers","warm","Conventional",0.537252056304399,0.506255679243773,0.568248433365024
"224",1985,"Men","Employed Mothers","warm","Feminist",0.462747943695601,0.431751566634976,0.493744320756227
"225",1985,"Men","Family","hdecide","Conventional",0.520715418128759,0.49039691209829,0.551033924159228
"226",1985,"Men","Family","hdecide","Feminist",0.479284581871241,0.448966075840772,0.50960308790171
"227",1985,"Men","Family","home","Conventional",0.671988388974125,0.642300398308694,0.701676379639556
"228",1985,"Men","Family","home","Feminist",0.328011611025875,0.298323620360444,0.357699601691306
"229",1985,"Women","Public","jobopp","Conventional",0.0577815272004906,0.0446374721607914,0.0709255822401899
"230",1985,"Women","Public","jobopp","Feminist",0.942218472799509,0.92907441775981,0.955362527839209
"231",1985,"Women","Public","lead","Conventional",0.0288907637468897,0.0193736729149624,0.038407854578817
"232",1985,"Women","Public","lead","Feminist",0.97110923625311,0.961592145421183,0.980626327085038
"233",1985,"Women","Employed Mothers","suffer","Conventional",0.528258119482844,0.499080067007359,0.557436171958328
"234",1985,"Women","Employed Mothers","suffer","Feminist",0.471741880517156,0.442563828041672,0.500919932992641
"235",1985,"Women","Employed Mothers","warm","Conventional",0.23070434435316,0.206100706023158,0.255307982683163
"236",1985,"Women","Employed Mothers","warm","Feminist",0.76929565564684,0.744692017316837,0.793899293976842
"237",1985,"Women","Family","hdecide","Conventional",0.169914605412787,0.147798766884265,0.192030443941308
"238",1985,"Women","Family","hdecide","Feminist",0.830085394587213,0.807969556058692,0.852201233115735
"239",1985,"Women","Family","home","Conventional",0.376212568951367,0.347820286306444,0.40460485159629
"240",1985,"Women","Family","home","Feminist",0.623787431048633,0.59539514840371,0.652179713693556
"241",1986,"Men","Public","jobopp","Conventional",0.264396594940739,0.235282179494606,0.293511010386871
"242",1986,"Men","Public","jobopp","Feminist",0.735603405059261,0.706488989613129,0.764717820505394
"243",1986,"Men","Public","lead","Conventional",0.205808712991113,0.179094788003372,0.232522637978855
"244",1986,"Men","Public","lead","Feminist",0.794191287008887,0.767477362021145,0.820905211996628
"245",1986,"Men","Employed Mothers","suffer","Conventional",0.751877816960661,0.723348269739045,0.780407364182276
"246",1986,"Men","Employed Mothers","suffer","Feminist",0.248122183039339,0.219592635817724,0.276651730260955
"247",1986,"Men","Employed Mothers","warm","Conventional",0.52804206301762,0.495172181705907,0.560911944329334
"248",1986,"Men","Employed Mothers","warm","Feminist",0.47195793698238,0.439088055670666,0.504827818294093
"249",1986,"Men","Family","hdecide","Conventional",0.529672045866814,0.496155211953733,0.563188879779895
"250",1986,"Men","Family","hdecide","Feminist",0.470327954133186,0.436811120220105,0.503844788046267
"251",1986,"Men","Family","home","Conventional",0.674511768090664,0.643691796844844,0.705331739336485
"252",1986,"Men","Family","home","Feminist",0.325488231909336,0.294668260663515,0.356308203155156
"253",1986,"Women","Public","jobopp","Conventional",0.0517082180091243,0.0375830471673809,0.0658333888508677
"254",1986,"Women","Public","jobopp","Feminist",0.948291781990876,0.934166611149132,0.962416952832619
"255",1986,"Women","Public","lead","Conventional",0.0219298245420924,0.0130049276748857,0.0308547214092991
"256",1986,"Women","Public","lead","Feminist",0.978070175457908,0.969145278590701,0.986995072325114
"257",1986,"Women","Employed Mothers","suffer","Conventional",0.503231763869222,0.471388139973637,0.535075387764806
"258",1986,"Women","Employed Mothers","suffer","Feminist",0.496768236130778,0.464924612235193,0.528611860026363
"259",1986,"Women","Employed Mothers","warm","Conventional",0.232686980788808,0.206066205070919,0.259307756506697
"260",1986,"Women","Employed Mothers","warm","Feminist",0.767313019211192,0.740692243493303,0.793933794929081
"261",1986,"Women","Family","hdecide","Conventional",0.174429223361725,0.149932397298748,0.198926049424703
"262",1986,"Women","Family","hdecide","Feminist",0.825570776638275,0.801073950575298,0.850067602701252
"263",1986,"Women","Family","home","Conventional",0.320637118902676,0.291059151670198,0.350215086135154
"264",1986,"Women","Family","home","Feminist",0.679362881097324,0.649784913864846,0.708940848329802
"265",1987,"Men","Public","jobopp","Conventional",0.245555020970786,0.217681210089554,0.273428831852018
"266",1987,"Men","Public","jobopp","Feminist",0.754444979029214,0.726571168147982,0.782318789910445
"267",1987,"Men","Public","lead","Conventional",0.202546852039574,0.176271288944477,0.228822415134672
"268",1987,"Men","Public","lead","Feminist",0.797453147960426,0.771177584865328,0.823728711055523
"269",1987,"Men","Employed Mothers","suffer","Conventional",0.731619413772056,0.702728406228377,0.760510421315734
"270",1987,"Men","Employed Mothers","suffer","Feminist",0.268380586227944,0.239489578684266,0.297271593771623
"271",1987,"Men","Employed Mothers","warm","Conventional",0.543488707459454,0.510881491336603,0.576095923582305
"272",1987,"Men","Employed Mothers","warm","Feminist",0.456511292540546,0.423904076417695,0.489118508663397
"273",1987,"Men","Family","hdecide","Conventional",0.516971279678611,0.484971671223402,0.54897088813382
"274",1987,"Men","Family","hdecide","Feminist",0.483028720321389,0.45102911186618,0.515028328776598
"275",1987,"Men","Family","home","Conventional",0.652330610149402,0.621530864373499,0.683130355925304
"276",1987,"Men","Family","home","Feminist",0.347669389850598,0.316869644074696,0.378469135626501
"277",1987,"Women","Public","jobopp","Conventional",0.0446927374983772,0.032265608623047,0.0571198663737074
"278",1987,"Women","Public","jobopp","Feminist",0.955307262501623,0.942880133626293,0.967734391376953
"279",1987,"Women","Public","lead","Conventional",0.0109583155021923,0.0037493502633919,0.0181672807409926
"280",1987,"Women","Public","lead","Feminist",0.989041684497808,0.981832719259007,0.996250649736608
"281",1987,"Women","Employed Mothers","suffer","Conventional",0.522776106472647,0.492267387639108,0.553284825306186
"282",1987,"Women","Employed Mothers","suffer","Feminist",0.477223893527353,0.446715174693814,0.507732612360892
"283",1987,"Women","Employed Mothers","warm","Conventional",0.252900730076262,0.226182788922027,0.279618671230497
"284",1987,"Women","Employed Mothers","warm","Feminist",0.747099269923738,0.720381328769503,0.773817211077973
"285",1987,"Women","Family","hdecide","Conventional",0.165376343725706,0.142038719282256,0.188713968169156
"286",1987,"Women","Family","hdecide","Feminist",0.834623656274294,0.811286031830844,0.857961280717744
"287",1987,"Women","Family","home","Conventional",0.324022345817314,0.29538670242343,0.352657989211199
"288",1987,"Women","Family","home","Feminist",0.675977654182686,0.647342010788801,0.70461329757657
"289",1988,"Men","Public","jobopp","Conventional",0.24954001777928,0.221798312948009,0.277281722610552
"290",1988,"Men","Public","jobopp","Feminist",0.75045998222072,0.722718277389448,0.778201687051991
"291",1988,"Men","Public","lead","Conventional",0.222401104032571,0.196453356918126,0.248348851147017
"292",1988,"Men","Public","lead","Feminist",0.777598895967429,0.751651148852983,0.803546643081874
"293",1988,"Men","Employed Mothers","suffer","Conventional",0.755749770247869,0.727941227187072,0.783558313308666
